paper_id,authors,author_ids,title,year,committee_presentation_decision,committee_publication_decision,abstract,body,abstract_dreyer_count
2011/185,"Katheleen Basinger,Jamel Ivanoff,Tracee Galanga,Randa Roseth,Jarrett Folkner,Latoria Austen","246,247,248,249,250,251",The Anesthesiologist Workforce in 2013: A Final Briefing to the American Society of Anesthesiologists,2011,Reject,Reject,He knows these woods like the back of his hand. You must close it for him. Did you find him on your car? Just give it your best shot. Tom has been making an effort. I lent him a book but he still hasn't returned it. They said that they're always been athletic.,NA,0
2011/186,"Sebrina Cramp,Kisha Matern,Kerrie Sanchirico,Lucilla Part,Danuta Adley","252,253,254,255,256",Geology at ANU (1959-2009): Fifty years of history and reminiscences,2011,Reject,Reject,"Hold my calls. The professor always teaches in jeans and a shirt. They say that he is seriously ill. I think that Tom wasn't the first one to do that. Tom didn't need to help us. Tom and I can both sing quite well. Tom said he's ready to defend himself. It's better to feed wild ducks with grain than with bread. If you want to get a long-drawn benefit from this book, don't think once skimming the cream is enough for that. Don't you want to take a look? A long day has passed on. I mentioned one.",NA,2
2011/187,"Loan Rudel,Manuela Quicksey,Jay Forsmark,Tami Abila","257,258,259,260",Asbestos Litigation,2011,Accept,Reject,"I couldn't get it done. What's the matter, sweetie? We are trying to respond to your question as quickly as possible. I know that was a mistake. She didn't like her name. I put a knife on the table. What if the problem isn't him?",NA,0
2011/188,"Joannie Wafer,Kent Wilde","261,262",Enjeux du jeu de mots: Perspectives linguistiques et littéraires,2011,Reject,Reject,"He had heard stories about an ancient god who had left his land centuries before by ship. Tom said that Mary told him that. Can I get a description of the assailant? Sami fired the gun. I think Tom and Mary should do that by themselves. I have two daughters and two sons. I'd like to stay as long as possible. Tom was too proud to admit that Maria was right and that he had made a mistake. Tom is a really good golfer, isn't he? I'll let you deal with this. He was exhausted. Abraham made haste into the tent to Sara, and said to her: Make haste, temper together three measures of flour, and make cakes upon the hearth.",NA,2
2011/189,"Ivan Trinca,Leda Cobarrubias,Jose Donofrio,Muoi Witty,Malena Devreese,Krissy Ozment","263,264,265,266,267,268",Hegemonie und Populismus in Putins Russland: Eine Analyse des russischen politischen Diskurses,2011,Accept,Accept,"It was too difficult. A young man is singing before the door. Tom asked Mary to show him how to tie a square knot. She said that she likes to do that. He says he doesn't want to go. I just bought the latest version of this MP3 player. After three days, Tom left and went to Boston. I doubt Tom will visit Boston. Let's all do that together.",NA,0
2011/190,"Nikki Keeley,Iraida Cossano,Doris Platter,Jeanie Toolan,Kurtis Ronn,Ileana Schuster","269,270,271,272,273,274",Necesidad de conciencia: un modo de construir conocimiento,2011,Reject,Reject,"Mary is wearing a short skirt. Tom has a good side and an evil side. Tom has a permit to do that. Hold the eggs tight or you'll break them. Tom isn't amused, but Mary is. I'm furious with you. I don't need to write it down. She doesn't want to live by herself. I know Tom doesn't know why you wanted me to do that. Tom was the first one to speak. Birds sing. I thought I'd have all the time I needed. Layla was a pillar of the community. Tom and Mary said that they're feeling nervous. Tom grew up in a communist country. I've never eaten Thai food. He jumped on his horse.",NA,0
2011/191,"Pete Wieger,Marceline Frankenfield,Peter Boyko,Latashia Hedgepeth,Joline Cobert","275,276,277,278,279",Making Out-of-School-Time Matter: Evidence for an Action Agenda,2011,Reject,Reject,Tom doesn't have to hide. A rogue asteroid from the Kuiper Belt is on a collision course with the Earth. Ask Tom if he wants to go with us. The police officer flashed his badge. Tom is wheezing. I want people to know what happened. I opened the windows to let in some fresh air. Tom said he's glad that he was asked to do that. I see the signs well.,NA,1
2011/192,"Patrick Nussey,Fabian Geisen","280,281","Ubuntu: una invitación para comprender la acción política, cultural y ecológica de las resistencias afroandina y afropacífica",2011,Reject,Reject,Maria likes flowers. I don't think that I like what you're doing. I like the tennis more than the soccer. Please get off my land. Tom was obviously blind. Thereafter we heard no more from him. George did business in the same manner as his father did. This house was on the market for three years before it sold. Tom needs to take a shower. He didn't want to be a Muslim. This is too big. Do you think Tom is broke? This is my grandmother's birthday. I'm creative. I looked behind me and my heart stopped.,NA,2
2011/193,"Maddie Costigan,Blondell Hebron,Megan Sechang,Hosea Zange","282,283,284,285",Neue alte Rassismen?: Differenz und Exklusion in Europa nach 1989,2011,Accept,Reject,"They'll be happy that they did that. Tom and Mary are waiting for somebody to come get them. They said they were afraid to do that. Tom has been helping Mary as well. Let's begin, OK? That's confidential information. The smell of vinegar overpowers most other odors. She remained a spinster all her life. We know what they did there. I won't ever leave you. It wasn't hard to convince Tom not to do that. Every year, the pain got worse. Tom ended up going to Harvard. May I ask you for your name and address?",NA,2
2011/194,"Sherilyn Saffo,Katina Golly,Damien Spruel","286,287,288",Challenges of Conflicting School Reforms: Effects of New American Schools in a High-Poverty District,2011,Reject,Reject,"He caught my hand and pulled me to the second floor. He said that the decision was hers. However, the reverse is true. She rushed into her office. Do you think I should tell Tom how I feel? Sami isn't allowed to discipline my kids.",NA,0
2011/195,"Scott Choe,Lavonne Miesse,Nicholle Etchinson,Exie Schnarr","289,290,291,292",The gothic novel in Ireland: c. 1760–1829,2011,Reject,Reject,"I hope to retire from work when I'm 60 years old. Mary will do it. That's worth repeating. Tom walked into his apartment. Tom stared at the tea leaves. It's dark, so watch your step. Taro passes for a scholar. Mary is a terrible manager, isn't she? Buy! His shirt was stained with sauce. Tom and Mary say they saw John eating sandwiches in the park. They're starving. Tom told Mary that he thought John was hungry. I will come. Tom and Mary are having a dinner party Friday evening. Tom and Mary said that they aren't sure. The event starts at noon.",NA,1
2011/196,"Jayson Morabito,Charlette Visvardis","293,294",Representative Studies on Victimisation: Research Findings from Germany,2011,Accept,Reject,"They're not as pushy as they used to be. Tom said that Mary is shy. I want you to be honest with me. Do not pick your nose! Your train leaves from Platform 10. All the children laughed at Tom. If you stay at a big hotel, you can use their swimming pool. Mesut Ozil is one of the best midfielders in the world. I know that Tom didn't know you did that. Tom thought the food Mary had prepared tasted pretty good.",NA,0
2011/197,"Sherrell Skay,Latrisha Buntrock","295,296",Die EU und der Rückzug des Staates: Eine Genealogie der Neoliberalisierung der europäischen Integration,2011,Accept,Accept,"I'm not as smart as you think I am. Tom waited for Mary at the station. I should have tried harder. It's a wildlife sanctuary. In October, I was in Boston. Tom doesn't want to break up with Mary.",NA,0
2011/198,"Isaias Mcgavin,Zena Lagrone,Obdulia Norcross,Ivette Staszak","297,298,299,300",Fact-Gathering in Patent Infringement Cases: Rule 34 Discovery and the Saisie-Contrefaçon,2011,Reject,Accept,"Tom called the police immediately. I could order you to do that, but I'd rather you volunteered. I began running. Sami began to monitor Layla's activities. I hope Tom doesn't go to Australia next week. Sami was crazy. On my birthday, everyone in the bar was buying me drinks.",NA,2
2011/199,"Hermelinda Landowski,Katlyn Seper,Tonette Cotten,Terrence Mcmicheal,Andrea Majkut","301,302,303,304,305",What Politics?: Youth and Political Engagement in Africa,2011,Accept,Reject,"Today is not good for me. Tom and Mary talked. I've already sent you the money through PayPal, so don't worry. Tom said that he thought that Mary wasn't here. He is a Russian by birth. You're wounded. It should have been mine. All the doors are locked. I didn't know that you were staying at this hotel. I have to study for the test. Were you wearing a seat belt? He told me he was puzzled. This book belongs to the library. Tom thought he was going to lose Mary. He was a perfect gentleman. He unbuttoned his jacket. This is the central location for discussing issues and asking for help. I know Tom is a good skier. Tom wants updates.",NA,1
2011/200,"Krystin Kinch,Marcia Reeh,Nita Hoehne,Gerry Tolmich,Randell Mettert,Elli Nadelson","306,307,308,309,310,311",Professional Social Work in Australia,2011,Accept,Reject,I'm no longer the little child that you need to pamper all the time. I'm waiting out front. His store is always crowded with customers. They'll only do that if they have to. I know that Tom won't have to do that. Wash your hands and face first. Are you gonna polish off a whole chicken? I was told you were the one who started this company. Tom exchanged his cow for three goats. Do you know how many millionaires live in Boston? She did the book up in paper. I know a lot of people who don't know how to play chess. Tom followed Mary's advice. Let Tom and Mary finish what they started.,NA,0
2012/1,Nakisha Martelles,1,Tolerance: The Beacon of the Enlightenment,2012,Reject,Reject,"I think that Tom ate all the bananas. Please do that someday. Have you finished your preparations for the trip? All she could do was watch him walk away. There's no way to predict what's going to happen. We haven't found the lost cat yet. Tom seems to be a very good teacher. Tom thought that Mary was desperate to do that. Tom said he doesn't plan to go to that restaurant anymore. In Japan it is less expensive to stay in a Business hotel. ""I was longing for something to do."" ""You shall have it then."" Tom needs Mary to help him. I don't think it's good. I got tired of waiting for Tom to do that. Why is he angry? I think that Tom is conservative. I'd like to set up a meeting with Tom. Are you suggesting we run and hide?",NA,3
2012/2,"Andy Swiney,Odette Perper,Erik Kio,Latisha Blumstein","2,3,4,5",Fiesco's Conspiracy at Genoa,2012,Reject,Reject,He was certainly enjoying himself. Diana wasn't exactly sure what educating public sentiment meant; but it sounded fine and she felt rather proud that she was going to belong to a society with such an aim in view. Sami is going home now. Sami had answers for every question. I hope that I'll see her. Tom is thoughtful.,NA,4
2012/3,"Roger Dohrmann,Lavon Mankey,Todd Wann,Michael Josselyn","6,7,8,9","Bridging Australia and Japan: Volume 1: The writings of David Sissons, historian and political scientist",2012,Accept,Reject,"Tom forgot where he'd put his glasses. I'm not going to tell you. We love Bob more than Tom. Tom came up with some good ideas. If you need money, I'll lend you some. Are those Tom's sunglasses? She rubbed her face. Elvis Presley is alive! Tom seemed to have been rich at one time.",NA,2
2012/4,Charis Goyen,10,"Improving Air Force Command and Control Through Enhanced Agile Combat Support Planning, Execution, Monitoring, and Control Processes",2012,Reject,Reject,I wanted to avoid this problem. That tall building across the street is where Tom works. I don't think Tom was shocked. Are you sure their names are Tom and Mary? It's easy to see why people hate Tom. She spoke to the imam. He gave me a firm hand grasp. I don't agree with that statement. I haven't heard from Tom since then. We just talked. Let's redouble our efforts! The police constable arrested the teenager for shoplifting. Tom and Mary said that isn't the only reason why they want to do that.,NA,1
2012/5,Raye Kosareff,11,Japan’s Failed Revolution: Koizumi and the Politics of Economic Reform,2012,Accept,Accept,On the way home I pushed my bicycle. Are the hotels pricey? I hope that you're not catching a cold. Tom said he thought that Mary might not have finished doing that yet. I saw him a few minutes ago. Tell me when it came about. Tom drew a straight line on the paper. This marine conservation area is home to many rare and endangered species such as the green sea turtle and the Hawaiian monk seal. They told me they were single. Tom and Mary said they were divorced. I have to buy a new battery for my car. Mary promised she'd be more careful. Tom put his wallet in his pocket. Singing in the shower is one of his favorite things to do.,NA,0
2012/6,"Bernarda Hatchcock,Elly Cassani","12,13","Coping with Iran: Confrontation, Containment, or Engagement? A Conference Report",2012,Reject,Reject,"Sami is always complaining. This is a song I learned when I was a kid. Go back to the tent. He is without doubt the most successful movie director in the world. Sami is suffering immensely with different health issues. We're trying to impress them. Excuse me, is Tom here today? How can you know that? Are both you and Tom from Australia? I think everybody was pretty excited. She has taken a great hold on the public mind. I love living with you. Tom doesn't know that Mary shouldn't do that. It is better to do what she says. The beach was beautiful. Sami missed the appointment. Female students outnumber male students on campus. I just wanted to let you know. The melody isn't flowing.",NA,2
2012/7,"Lakeshia Bon,Dani Mertens,Shelli Younan,Willetta Gawel,Kemberly Ricardez,Annette Vanabel,Aracelis Skildum","14,15,16,17,18,19,20",Aspects of Poverty and Inequality in Cameroon,2012,Accept,Accept,Don't say such a thing again. Why does Tom stay at home on Mondays? He told me he had a cold. Circumstances forced us to cancel our appointment. Did you know Tom was living in Australia? Is Tom a Canadian citizen? I'll never ever forget them. Tom has three sons who became doctors. Their father had a large shoe shop in the town. Tom said he didn't play baseball. Tom thinks Mary would have come if someone had invited her. Tom knows we can't take care of ourselves. Sami was waiting for me. Do you like to play the piano?,NA,2
2012/8,"Ina Levitz,Theresa Viola,Sharla Gettenberg,Youlanda Bitar,Elin Coffel","21,22,23,24,25",Zhang Peili: From Painting to Video,2012,Reject,Reject,Both Tom and Mary died. Sami dropped the hammer on Layla. I really liked talking to her. Tom gets it. Tom could see that Mary was on the verge of crying. Stanisław Jerzy Lec once said: Sometimes you have to be silent to make yourself heard. Tom was crushed. Jim always avoids trouble at all costs. I know you slept with my husband.,NA,1
2012/9,"Melany Foots,Margarite Brine,Jodee Swonke,Wyatt Bretthauer,Leann Sinnett","26,27,28,29,30",Art in Spain and Portugal from the Romans to the Early Middle Ages: Routes and Myths,2012,Reject,Reject,"They don't want to do it by themselves. They know how their dogs were killed. Have you finished filling? Sami took Layla to the barbershop. I was thirsty. Tom seemed pleased. Tom wasn't in our group. Tom only bakes three loaves of bread a week. Tom hasn't done anything. My father failed in business. Sami wanted to watch a hockey game. Tom doesn't cry as much as he used to. Tom and Mary say that they don't know what to do. I wonder if Tom is really unmarried. She made me an offer I couldn't refuse. You must've been asleep. Tom and Mary said that they're going to do that. If all goes according to plan, I should be back home again tomorrow night. It looks fun. Why don't we try it? Tom and Mary say they'd rather not go.",NA,2
2012/10,"Prudence Fullem,Kenny Angstadt,Maryann Rogriguez,Tomiko Hawke,Jerry Weneck,Lucienne Fontelroy,Lani Smithhart","31,32,33,34,35,36,37",Building a Successful Palestinian State: Security,2012,Accept,Reject,"Sami told his story on tape. Push buttons are a practical fastener for children's clothes. He slipped and fell in the pool. Comets are made from ice and rock. A canary is a small bird and people sometimes keep it as a pet. He is a Dutchman. Since I'm off duty today, let's go to the coast. Tom wondered how he would ever be able to afford to buy a house.",NA,1
2012/11,"Bryanna Chimenti,Margie Bethune,Ceola Radsek,Bette Orlando,Bernadette Hibbler,Maida Slipp,Dirk Christel","38,39,40,41,42,43,44",Profession and Performance: Aspects of oratory in the Greco-Roman world,2012,Reject,Reject,"Tom deceived Mary. You're in quite a mood today. That's just what I said. Is this everything? I parked on the street in front of your house. Our universe is expanding. Tom took a break. Sami doesn't upload videos on his YouTube channels. I know it doesn't look like it, but I've actually gotten rid of a lot of stuff out of the spare room.",NA,2
2012/12,Jonnie Snellenberger,45,Transiciones coreanas: permanencia y cambio en Corea del Sur en el inicio del siglo XXI,2012,Accept,Reject,Do you think Tom and Mary are ready to do that? Tom said that he thought Mary would be at today's meeting. Father suddenly got sick and we sent for a doctor. We know we can't sustain that. Tom said Mary has been to Australia only three times. Sami said that Layla was here. When is your flight? I was perfectly happy being by myself. The reason is very simple.,NA,2
2012/13,"Edgar Agard,Monica Glory,George Wimbush,Jacquetta Kittinger,Nan Muss","46,47,48,49,50",The Public Mapping Project: How Public Participation Can Revolutionize Redistricting,2012,Reject,Reject,"Tickets can be purchased at the door. Dan talked Linda into moving to London. How did she learn Berber? Tom and Mary never raises their voice. He was sitting there for two hours. That is a mere excuse for idleness. Tom's cat Felicity is skittish, but once you've befriended her, she won't leave you alone. Sami reconnected with Layla. Don't let Tom talk to anyone. I'm looking for Tom and Mary. Have you seen them? Tom and Mary say that they don't think that they snore. Sami will never ever get out of prison.",NA,1
2012/14,"China Mazikowski,Evangeline Skeans,Joyce Lindie,Kimiko Lupercio,Leanna Grinman","51,52,53,54,55",Genealogie der Ethikpolitik: Nationale Ethikkomitees als neue Regierungstechnologie. Das Beispiel Frankreichs,2012,Reject,Reject,"Where are the tampons? Tom doesn't go to Boston anymore. They're now on their own, aren't they? Tom said he thinks that Mary won't do that. I haven't eaten dinner yet this evening. I really have to fix my leaky ceiling. I didn't think we had to do this. I'm going to be in Australia for two or three years. I agree one hundred percent. I think it necessary for him to stop smoking. Don't you want to talk about this what happened? We have a special connection. Business took him there. Tom does things his own way. Tom is a very good painter, isn't he? There was lots of screaming. Tom asked Mary to let him copy her homework. The water was supplied from outside. It was immediately clear that Tom didn't want to be there.",NA,2
2012/15,"John Statum,Quincy Duy,Seymour Seabright","56,57,58",Manifesto for the Humanities: Transforming Doctoral Education in Good Enough Times,2012,Accept,Reject,"I can't ensure that he will pass the examination. Tom is having trouble making both ends meet. His brother is married but he hasn't any children. I thought Tom should buy a gift for Mary. Tom doesn't really think we can do that, does he? This is from him.",NA,1
2012/16,"Mignon Estepp,Clayton Lozado","59,60","From the Molly Maguires to the United Mine Workers: The Social Ecology of an Industrial Union, 1869-1897",2012,Accept,Reject,"Today I want to eat something light. Except for Tom, everyone in the family can speak French. It'll be crowded everywhere. Where's the library? Tom is going to the pool to swim. I'm still responsible for Tom. Tom seemed interested in me. I don't think that Tom was ready to do that. Tom reads to his daughter. Both Tom and Mary are in the hospital. Tom is a pretty good basketball player. There is no need to worry about funds. He always kept an open mind about his future career. Tell the children I'll be home as soon as possible.",NA,4
2012/17,"Dwain Means,Corene Som","61,62",Players and Arenas: The Interactive Dynamics of Protest,2012,Accept,Reject,Sami was yelling so loud that customers heard him. The table is next to the fridge. She loves sunsets. Tom said that he didn't know Mary's address. Parliamentary elections will be held in Germany in 2017. We urge you to be patient. Mary told me she was tired of doing that. Sami married a very pretty lady. That was without doubt a magical moment. My car is alcohol-powered. Could you show me how to do this?,NA,2
2012/18,"Deandre Gazdik,Brandi Roseboro,Nubia Kedzierski,Emilie Sappington,Leota Bonnet,Bong Fiero,Jamee Hargrave","63,64,65,66,67,68,69",Getting to Yes with China in Cyberspace,2012,Accept,Accept,"Tom claimed he saw a UFO. Was it a hallucination or a daydream? Tom and Mary said they felt rejected. Tom made a snowball and threw it at Mary. He bound twigs in faggots. That's a great story. Tufts University is a very famous school in Boston. Did you know Tom and Mary were going to do that? When Tom was a kid, he used to collect his father's cigarette butts until he had enough tobacco to roll a cigarette for himself. Do you think I'm fat? Your French is quite good. Mary wants you to ask her to your party. Read both sides and then decide for yourself. Tom should have not been doing that. Sami called the number. Mary slapped Tom. I'm used to eating alone. If a word in itself is ""international"", then according to rule 15 of our grammar we are entitled to use this word, even though it is not in the ""Universala Vortaro"".",NA,2
2012/19,"Albina Uxa,Debbie Clarkston,Valery Rohlfs,Ashlie Hegmann,Janey Glassman,Reda Marnell,Magan Curfman","70,71,72,73,74,75,76",Towards Marine Ecosystem-Based Management in the Wider Caribbean,2012,Reject,Reject,"I'd heard you were on the waiting list. I don't intend to go to Tom's concert. The kids shouldn't see their father like this. Tom threw the letter into the wastebasket. Tom slept much longer than Mary. Peter's mother enters his room, and in spite of the windows being opened, she can tell that Peter has been smoking. The eighth month of the year is July, isn't it? How long did it take you to decorate the room? Tom won't let you go there. Tom is sort of an amateur sociologist. Fortune 500 companies were the hardest hit by recent legislation. I've been there a couple of times. I explained the reason in detail. Layla stood on the gallows, crying, as a man was slowly tightening the noose around her neck. They stopped talking as soon as I came into the room. How much time is left? Careful, don't wake Tom.",NA,4
2012/20,"Cristina Meneal,Antony Dekok","77,78","Polemics and Patronage in the City of Victory: Vyasatirtha, Hindu Sectarianism, and the Sixteenth-Century Vijayanagara Court",2012,Accept,Reject,"What were you like when you were thirteen? The new sofa goes with the curtains. Maybe I'll even get to meet Tom. Sami was dying. Sami was in his bathroom. He had a good time in the restaurant. Mathematics has not a foot to stand upon which is not purely metaphysical. I didn't think Tom would like this. I doubt Tom could do that. I understood everything that you said to me. I doubt that a native speaker would say it that way. It must be a virus. Magnetospheres — the magnetic fields around most planets — exist throughout our solar system. They deflect high-energy, charged particles called cosmic rays that are spewed out by the Sun or come from interstellar space. We have reserved a lot of food for emergencies. I'd like to know why Tom and Mary have to do that. Were you expecting someone? Do you have any idea what caused this?",NA,4
2012/21,"Karlene Saxfield,Val Nafziger,Nicolle Ajello,Luis Neitzel,Shela Zupfer,Peggy Funt,Kristeen Euser","79,80,81,82,83,84,85",Implementation of the DoD Diversity and Inclusion Strategic Plan: A Framework for Change Through Accountability,2012,Reject,Reject,"Tom said that he won't do that. Could I sit on the aisle? Please let us know if we can help in other ways. Out of rage, thank God, sometimes comes courage. Do you want to see my conlang? Everyone did a fabulous job. My savings will soon run out. In a drunken state many marriages are formed. She resigned on the grounds of ill health. She feels at ease in their home. He would still be alive had he refused to go to the battlefield then.",NA,3
2012/22,"Tarsha Vonderahe,Noemi Coutre,Jonell Mleczko,Dick Dunlap,Mao Ashley,Alonso Bersch","86,87,88,89,90,91",La educación privada en México (1903-1976),2012,Accept,Reject,"On your feet, children! She gave him a big kiss. This doctor practices ancient Chinese medicine. Mary couldn't keep her eyes off of Tom for very long. Mary admitted she was worried. She was impressed by his skills. I wonder whether Mary knew she needed to do that.",NA,1
2012/23,"Kassandra Lebsock,Azalee Chowanec,Mertie Carsen,Temple Mosby,Vern Tanis,Sherman Kulow","92,93,94,95,96,97",District of Columbia Community Health Needs Assessment,2012,Accept,Reject,"I think we need more time. Mennad has always been such a perfectionist. Tom and Mary said they don't plan to do that. Why don't you want to go back to Algeria? Tom said he didn't think that he could stop Mary from doing that. You must be Tom's mother. Tom suddenly stopped. I'm not in agreeance with your methods at all. ""It will be all right, Mary."" ""No, it won't."" Do you still think Tom would like to go to Boston with us? It is smaller than Tokyo. For the moment, we want to postpone making a decision. The parade was led by an army band.",NA,0
2012/24,Shakia Armbrust,98,Early Greek Poets' Lives: The Shaping of the Tradition,2012,Accept,Reject,"It'll save time if we avoid Park Street. ""Are you ready to go?"" ""Not yet. One minute."" Where are those prisoners? The man is also a stubborn microbe. Get on a horse. Mary's parents died when she was thirteen. Unfortunately, we don't have what you want. I have some questions I'd like to ask. Don't tell Tom about it. Why are you so upset with her? Where did he say that happened? Mary doesn't look like she's having fun. Why should I get married? They aim to stir unease in societies. Tom has been recalled. This is a bilingual region. The Guard dies, but it does not surrender!",NA,5
2012/25,"Ezekiel Altreche,Laine Cham","99,100",The New Presence of China in Africa,2012,Reject,Reject,"Do you know anyone from Boston? She worked side by side with men. I asked Tom to come with me. Mary was spoiled. Never forget what I am about to tell you. Her behavior gave rise to rumors. I thought that Tom was asleep. Mary can speak three languages. Tom is spontaneous, isn't he? Mary could've done that for Tom if she'd wanted to. The new Yokozuna is Mongolian and is called Harumafuji. Tom wanted to see both of us. I worry that I have caught a cold.",NA,0
2012/26,"Felipe Billington,Rory Blouir","101,102",Prehistoric Myths in Modern Political Philosophy,2012,Reject,Reject,"I thought my head was going to explode. Who have you told so far? Tom Jackson is up for reelection next year. Tom said he didn't know who Mary was planning on going with. These goods are bound for China. The hot-blooded are prone to heart attacks. Does this mean what I think it means? He put the phone to his ear. It's the queen. I no longer love him. My sister used to help mum look after me when I was a baby. She complained that my salary was low. It's a ridiculous question, really. It has been ten years since I saw her last.",NA,3
2012/27,Benny Bobbs,103,"Healthcare as a Human Rights Issue: Normative Profile, Conflicts and Implementation",2012,Reject,Reject,We're all waiting. Now draw some out and take it to the master of the banquet. Tom likes to fix things. I hope that Tom doesn't do that. Tom has already drunk three cups of coffee. Tom's family moved around quite a lot when he was a kid. We can't forget it.,NA,2
2012/28,"Enrique Nisley,Courtney Saranzak,Shani Splinter","104,105,106",Effects of Stigma and Discrimination Reduction Trainings Conducted Under the California Mental Health Services Authority: An Evaluation of the National Alliance on Mental Illness Adult Programs,2012,Accept,Accept,"Some of us think so. I have no intention of insulting or provoking anybody. Layla has never been to any high school party. Peter looks very young. Remind me that the meeting is on Monday. He knows how to find water in the desert. That plan will probably fail in the long run. I'm not leaving with you. Tom and Mary know what they need to do. I'll help you after lunch. Reserve a seat in advance. I've got it all. Tom doesn't live far from me, but I don't see him very often. I ended up telling Tom what you told me not to tell him. Tom will go to school tomorrow. Of course it isn't true. I think Tom won't be at home tomorrow morning. Does the wall have any windows?",NA,3
2012/29,"Guillermina Habeeb,Herbert Dobberfuhl,Santina Opeka,Sandra Ibrahim,Raymonde Graciano,Vergie Gosda,Phillip Birdon","107,108,109,110,111,112,113","Ovid, Metamorphoses, 3.511-733: Latin Text with Introduction, Commentary, Glossary of Terms, Vocabulary Aid and Study Questions",2012,Reject,Reject,"Tom said that he thought Mary might not want to do that by herself. Tom works illegally in the U.S. I'm actually a very good driver. Tom can speak French better than the rest of us. I can't change the way Tom is, but that won't stop me from trying. This is a man-made language. It is almost impossible to learn a foreign language in a short time. I don't type very fast. I can't give him these. I want to borrow your car. He started speaking in Berber again. He regrets having neglected his studies in his school days. She has to come. You can't give up on us. Tom armed himself with a pistol. I may never do that again. There's no reason to be afraid. Tom and Mary are both very creative, aren't they? Tom said he figured he could do that. I'm a professor.",NA,5
2012/30,"Many Bassin,Humberto Davia,Alicia Nakagawa,Gayle Ziad,Reatha Ulrey,Gertude Szabo,Shirl Kauppi","114,115,116,117,118,119,120",Labour Lines and Colonial Power: Indigenous and Pacific Islander Labour Mobility in Australia,2012,Reject,Reject,"I never go on vacation without my cellphone. Mary still hasn't told me why she doesn't need to do that. It is great fun to play with a puppy. Tom is very motivated. I've kept a secret from you. Well, I'm proud of you. I don't need Tom to tell me how to do that. Sami was so unhappy. I'm hoping you can do that with me. Explain why you didn't go with them. Tom couldn't stand the pain. Tom and Mary say they'll do that for you. It's the law. It seems dangerous. You're a survivor. If you have anything to translate into Berber, ask Amastan. I knew that Tom didn't intend to do that. Tom and Mary don't seem too busy. The audience was mostly businessmen.",NA,2
2012/31,"Arielle Trulson,Torri Buroker,Neda Paladino","121,122,123",Global Wine Markets: 1961 to 2009: a statistical compendium,2012,Reject,Reject,"What was he doing late at night alone in that basement? It's Monday. Tom had no idea what Mary was going to have to do. There's somebody there. Ak, as was his habit when in thought, stroked his grizzled beard slowly. Sami could make things much easier. A bead of sweat started forming on his brow. I will have him come here the day after tomorrow. Sami wants to get his revenge on Layla. He invented the wheel. Tom says he isn't ready to do that yet.",NA,1
2012/32,"Tiera Pekara,Venus Gilfillan,Galen Milelr,Valda Escobar","124,125,126,127","El Colegio de México: años de expansión e institucionalización, 1961-1990",2012,Reject,Reject,"Tom said he didn't have to stay in the hospital. Along with Tokyo, Osaka is a center of commerce. I am a sinful man. This shouldn't be too hard. They say they saw something strange. We're checking for hepatitis. Just when I was about to phone her, a letter arrived from her. Tom and Mary are swimming. Tom is happier than I've ever seen him. Start at once so as not to be late for the meeting. I saw her blush. Stop by if you're ever in the neighborhood. I'm not gonna take a no for an answer. It was obvious that those two women knew each other well. If you lived in your carriage, you'd be home by now.",NA,2
2012/33,Veda Rower,128,Estructuras en contexto: estudios de variación lingüística,2012,Reject,Reject,There are still many things left to learn about the human brain. I can't make that kind of promise. Why did she want my number? Being really beautiful can be a mixed blessing. Tom is in charge. Tom fell asleep at the wheel and caused an accident. He looks after her. Tom traveled around Turkey.,NA,1
2012/34,"Garland Palermo,Nichole Lucus,Erick Larubbio,Xiomara Castells,Dominque Hergenrader,Jaime Treworgy,Rosalee Spindler","129,130,131,132,133,134,135",Labor and Capital on the African Copperbelt,2012,Accept,Reject,"My mother is going to Kabylie. Tom has received a lot of help. Tom is filling a bottle with water. Comedy always includes a little tragedy. That's why there are sad clowns. Tom will live with us. They were drinking champagne. We have to get Tom's temperature down. There are some cracks in the basement wall. There are also people who like spring better than autumn. I get your message. I couldn't agree with you more. You're just saying that to make me feel better. These are just useless and resultless meetings. I remained locked in all day. A special task force managed to catch a suicide terrorist downtown, prior to him carrying out his evil plan.",NA,2
2012/35,"Tommye Nori,Toshiko Tharp","136,137",The Taiwan Voter,2012,Accept,Accept,They've got a good appetite this morning. Tom and Mary planted vegetables. I'm feeling a little dizzy. Tom doesn't have any money on him. Sami heard everything. They aren't sure what they'll do. You would weigh less on the Moon. These clothes are too big for you. We had a lot of chances to do that while we were in Boston. Can you give me a hand here? Melancholy is the joy of being sad. Sami was the hero in the story. I don't think Tom usually does that. Never call someone a terrorist. Tom and Mary live in Boston with their father. Sami has been telling me the first story for over six months.,NA,2
